norad_cat_id,object_name,timestamp,temperature,voltage,current,rssi,uptime,reset_count,ecc_errors,cpu_load,fault_label
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:41:00+00:00,34.097,28.39,2.452,-101.7,2100.0,1,0,43.26,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:42:00+00:00,38.193,28.279,2.271,-95.42,2160.0,1,0,37.44,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:43:00+00:00,36.555,28.041,2.169,-108.82,2220.0,1,0,46.3,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:44:00+00:00,36.294,27.695,2.609,-111.9,2280.0,1,0,39.64,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:45:00+00:00,36.736,27.656,2.129,-109.97,2340.0,1,0,36.1,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:46:00+00:00,38.448,27.785,1.666,-101.7,2400.0,1,0,37.5,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:47:00+00:00,33.667,28.217,1.959,-102.51,2460.0,1,0,56.17,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:48:00+00:00,40.732,27.618,2.365,-104.49,2520.0,1,0,26.12,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:49:00+00:00,40.576,28.175,2.319,-110.61,2580.0,1,0,44.0,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:50:00+00:00,39.552,27.503,1.73,-101.17,2640.0,1,0,26.57,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:51:00+00:00,40.427,27.918,1.983,-111.12,2700.0,1,0,39.13,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:52:00+00:00,38.95,28.044,2.025,-99.21,2760.0,1,0,36.53,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:53:00+00:00,45.809,28.978,2.09,-90.71,2820.0,1,0,23.32,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:54:00+00:00,37.179,27.449,1.787,-103.17,2880.0,1,0,43.11,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:55:00+00:00,36.107,28.589,2.011,-102.08,2940.0,1,0,36.96,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:56:00+00:00,34.239,28.06,1.981,-107.46,3000.0,1,0,23.21,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:57:00+00:00,33.572,28.164,2.431,-114.05,3060.0,1,0,46.72,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:58:00+00:00,32.464,28.047,2.443,-108.01,3120.0,1,0,51.48,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 00:59:00+00:00,34.177,28.178,2.156,-110.46,3180.0,1,0,51.92,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:00:00+00:00,36.945,27.939,2.082,-112.24,3240.0,1,0,42.87,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:01:00+00:00,38.464,28.582,2.242,-96.39,3300.0,1,0,40.37,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:02:00+00:00,37.38,27.817,1.955,-103.64,3360.0,1,0,50.63,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:03:00+00:00,34.289,28.453,1.856,-103.1,3420.0,1,0,53.46,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:04:00+00:00,41.166,27.742,1.918,-106.55,3480.0,1,0,49.07,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:05:00+00:00,40.761,27.976,2.01,-105.86,3540.0,1,0,32.47,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:06:00+00:00,37.06,27.571,1.851,-100.18,3600.0,1,0,41.61,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:07:00+00:00,34.948,28.182,2.249,-105.16,3660.0,1,0,43.52,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:08:00+00:00,40.011,28.578,2.419,-102.35,3720.0,1,0,25.52,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:09:00+00:00,38.512,27.969,1.724,-105.98,3780.0,1,0,43.75,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:10:00+00:00,31.584,27.921,2.208,-106.71,3840.0,1,0,58.18,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:11:00+00:00,36.765,27.554,2.134,-112.03,3900.0,1,1,45.12,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:12:00+00:00,37.809,27.908,2.302,-114.89,3960.0,1,0,51.79,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:13:00+00:00,33.311,27.363,2.196,-106.31,4020.0,1,0,41.46,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:14:00+00:00,37.712,27.635,1.764,-104.72,4080.0,1,0,39.41,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:15:00+00:00,31.341,28.091,1.821,-111.43,4140.0,1,0,43.05,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:16:00+00:00,42.377,28.528,2.209,-105.17,0.0,2,0,99.53,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:17:00+00:00,42.071,29.124,2.509,-104.73,60.0,2,0,90.2,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:18:00+00:00,36.257,27.765,1.536,-115.78,120.0,2,0,50.13,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:19:00+00:00,38.628,28.574,2.304,-109.58,180.0,2,0,50.98,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:20:00+00:00,27.672,28.098,2.557,-102.96,240.0,2,0,32.07,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:21:00+00:00,32.487,27.94,2.154,-103.06,300.0,2,0,47.74,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:22:00+00:00,35.829,28.173,2.365,-110.77,360.0,2,0,39.3,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:23:00+00:00,32.601,28.025,1.989,-104.21,420.0,2,0,42.72,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:24:00+00:00,39.388,28.044,2.164,-99.89,480.0,2,0,43.68,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:25:00+00:00,44.666,27.837,1.714,-101.11,540.0,2,0,47.95,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:26:00+00:00,31.829,27.441,1.497,-105.48,600.0,2,0,40.66,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:27:00+00:00,33.19,27.383,2.483,-107.34,660.0,2,0,51.28,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:28:00+00:00,37.626,28.261,1.905,-108.15,720.0,2,1,42.48,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:29:00+00:00,43.262,27.889,2.063,-102.66,780.0,2,0,44.99,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:30:00+00:00,32.128,27.762,1.784,-104.02,840.0,2,0,33.33,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:31:00+00:00,37.984,28.003,1.777,-101.85,900.0,2,0,57.27,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:32:00+00:00,44.146,28.318,2.148,-104.34,960.0,2,0,43.76,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:33:00+00:00,30.23,28.072,1.981,-100.91,1020.0,2,0,45.7,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:34:00+00:00,31.207,27.738,2.313,-104.53,1080.0,2,0,27.13,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:35:00+00:00,34.202,28.491,2.336,-101.08,1140.0,2,0,33.42,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:36:00+00:00,33.418,28.632,2.296,-100.65,1200.0,2,0,49.9,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:37:00+00:00,38.451,28.198,2.272,-109.02,1260.0,2,1,42.3,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:38:00+00:00,36.287,28.389,2.673,-114.04,1320.0,2,0,24.69,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:39:00+00:00,27.949,28.497,1.88,-97.28,1380.0,2,1,48.31,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:40:00+00:00,36.997,28.452,2.184,-103.72,1440.0,2,0,35.65,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:41:00+00:00,33.015,28.246,2.54,-113.57,1500.0,2,0,51.29,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:42:00+00:00,40.316,28.239,2.579,-108.57,1560.0,2,0,39.3,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:43:00+00:00,32.929,28.208,1.773,-101.14,1620.0,2,0,41.64,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:44:00+00:00,32.613,27.561,2.106,-106.4,1680.0,2,0,49.43,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:45:00+00:00,37.262,28.28,2.607,-107.56,1740.0,2,0,32.82,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:46:00+00:00,37.865,27.458,2.352,-98.0,1800.0,2,0,32.06,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:47:00+00:00,36.504,27.682,2.259,-110.24,1860.0,2,11,50.23,SEU
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:48:00+00:00,28.221,28.521,2.135,-108.99,1920.0,2,0,46.62,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:49:00+00:00,36.597,28.336,2.085,-103.94,1980.0,2,0,29.35,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:50:00+00:00,30.438,28.595,2.286,-103.05,2040.0,2,0,26.66,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:51:00+00:00,35.588,27.891,2.124,-102.52,2100.0,2,0,46.59,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:52:00+00:00,28.774,27.539,2.187,-100.44,2160.0,2,0,35.18,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:53:00+00:00,35.82,27.904,2.224,-104.01,2220.0,2,0,36.86,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:54:00+00:00,30.83,28.041,1.997,-102.55,2280.0,2,0,25.15,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:55:00+00:00,28.767,28.032,2.36,-106.3,2340.0,2,0,34.57,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:56:00+00:00,36.823,28.453,3.074,-104.69,2400.0,2,0,39.94,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:57:00+00:00,34.94,27.855,1.667,-104.46,2460.0,2,0,47.44,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:58:00+00:00,31.998,28.141,2.297,-103.92,2520.0,2,0,33.83,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 01:59:00+00:00,40.187,27.605,1.972,-101.14,2580.0,2,0,53.26,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:00:00+00:00,32.313,28.18,2.373,-102.22,2640.0,2,0,34.52,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:01:00+00:00,34.258,28.001,2.214,-104.78,2700.0,2,0,34.54,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:02:00+00:00,35.271,27.7,2.429,-109.05,2760.0,2,0,52.3,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:03:00+00:00,32.124,27.906,2.553,-104.66,2820.0,2,0,41.69,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:04:00+00:00,36.738,27.926,2.258,-105.14,2880.0,2,0,35.58,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:05:00+00:00,32.827,27.892,2.54,-104.03,2940.0,2,0,38.76,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:06:00+00:00,33.753,28.709,1.497,-93.97,3000.0,2,0,50.82,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:07:00+00:00,40.494,27.961,2.677,-107.62,3060.0,2,0,51.73,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:08:00+00:00,30.689,27.902,2.313,-102.89,3120.0,2,0,33.47,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:09:00+00:00,24.922,27.161,2.523,-99.66,3180.0,2,0,39.66,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:10:00+00:00,40.9,27.642,1.834,-104.51,3240.0,2,0,40.72,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:11:00+00:00,44.241,27.895,1.951,-93.31,3300.0,2,0,32.11,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:12:00+00:00,32.613,27.726,2.244,-106.89,3360.0,2,0,39.55,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:13:00+00:00,26.42,28.553,2.195,-103.38,3420.0,2,0,40.04,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:14:00+00:00,32.484,27.934,2.285,-108.99,3480.0,2,0,49.12,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:15:00+00:00,32.276,28.515,2.525,-106.76,3540.0,2,0,49.66,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:16:00+00:00,32.756,28.025,1.67,-103.76,3600.0,2,0,37.37,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:17:00+00:00,29.313,28.015,2.492,-100.77,3660.0,2,0,38.29,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:18:00+00:00,36.684,27.964,2.202,-103.4,3720.0,2,0,45.31,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:19:00+00:00,37.338,28.002,2.139,-98.7,3780.0,2,0,35.32,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:20:00+00:00,29.387,28.688,1.759,-105.47,3840.0,2,0,44.71,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:21:00+00:00,37.864,27.072,2.351,-106.66,3900.0,2,0,39.3,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:22:00+00:00,42.638,27.199,1.476,-91.48,3960.0,2,0,32.24,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:23:00+00:00,35.196,27.783,2.395,-103.03,4020.0,2,0,32.35,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:24:00+00:00,32.915,28.006,1.752,-108.6,4080.0,2,0,51.58,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:25:00+00:00,33.571,28.276,2.216,-108.47,4140.0,2,0,38.75,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:26:00+00:00,36.417,28.189,2.164,-109.71,4200.0,2,0,53.12,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:27:00+00:00,26.991,27.846,2.551,-100.32,0.0,3,0,99.08,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:28:00+00:00,34.891,28.408,2.146,-106.82,60.0,3,0,90.71,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:29:00+00:00,32.719,28.412,1.992,-104.36,120.0,3,0,59.14,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:30:00+00:00,41.624,28.074,2.048,-105.32,180.0,3,0,31.54,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:31:00+00:00,33.226,28.385,2.582,-101.34,240.0,3,14,37.86,SEU
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:32:00+00:00,40.091,28.109,2.361,-109.23,300.0,3,0,50.29,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:33:00+00:00,28.859,27.775,2.084,-110.38,360.0,3,0,33.39,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:34:00+00:00,35.607,28.279,2.129,-103.88,420.0,3,0,39.83,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:35:00+00:00,35.066,28.044,1.73,-102.0,480.0,3,0,35.31,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:36:00+00:00,30.351,28.001,2.317,-103.34,540.0,3,0,42.15,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:37:00+00:00,34.832,28.589,1.672,-109.05,600.0,3,0,32.4,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:38:00+00:00,38.822,27.02,2.426,-101.61,660.0,3,0,38.56,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:39:00+00:00,32.322,27.433,2.239,-108.72,720.0,3,0,43.6,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:40:00+00:00,26.559,27.525,2.916,-107.61,780.0,3,0,31.93,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:41:00+00:00,33.039,27.855,1.87,-109.72,840.0,3,0,34.4,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:42:00+00:00,30.139,27.898,2.169,-98.49,900.0,3,0,37.22,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:43:00+00:00,32.132,27.397,2.739,-101.83,960.0,3,0,28.57,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:44:00+00:00,33.427,27.606,2.557,-101.98,1020.0,3,0,36.62,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:45:00+00:00,26.66,27.656,1.991,-98.76,1080.0,3,8,50.97,SEU
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:46:00+00:00,27.299,28.983,2.267,-90.94,1140.0,3,0,36.8,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:47:00+00:00,35.806,28.721,2.201,-113.55,1200.0,3,0,37.83,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:48:00+00:00,31.74,27.835,2.285,-108.69,1260.0,3,0,39.84,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:49:00+00:00,23.559,27.855,1.99,-108.08,1320.0,3,0,34.75,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:50:00+00:00,36.761,27.54,2.173,-109.25,1380.0,3,0,45.53,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:51:00+00:00,34.845,27.237,1.721,-110.39,1440.0,3,0,51.49,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:52:00+00:00,30.764,27.953,2.241,-106.5,1500.0,3,0,36.28,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:53:00+00:00,27.984,27.601,2.335,-111.08,1560.0,3,0,43.88,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:54:00+00:00,36.211,27.966,2.132,-103.32,1620.0,3,0,38.08,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:55:00+00:00,34.317,27.36,1.715,-104.74,1680.0,3,0,42.92,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:56:00+00:00,42.924,27.695,2.497,-102.59,1740.0,3,0,52.53,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:57:00+00:00,35.122,28.059,2.309,-102.46,1800.0,3,0,44.07,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:58:00+00:00,34.957,28.146,1.982,-101.98,1860.0,3,0,25.81,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 02:59:00+00:00,32.824,28.167,2.116,-106.87,1920.0,3,0,43.63,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 03:00:00+00:00,37.151,27.472,1.75,-94.39,0.0,4,0,96.16,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 03:01:00+00:00,36.45,28.342,1.892,-103.83,60.0,4,0,91.3,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 03:02:00+00:00,38.833,27.68,2.039,-114.31,120.0,4,0,98.97,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 03:03:00+00:00,32.073,28.253,2.569,-110.01,180.0,4,0,91.56,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 03:04:00+00:00,32.545,27.996,2.008,-113.7,240.0,4,0,99.1,SOFTWARE_BUG
54695,JILIN-1 GAOFEN 03D48,2026-06-01 03:05:00+00:00,32.831,27.449,2.392,-104.91,300.0,4,0,41.13,NORMAL
54695,JILIN-1 GAOFEN 03D48,2026-06-01 03:06:00+00:00,37.965,27.874,2.039,-105.61,360.0,4,0,25.95,NORMAL
